Iceland,28977,561.54
Armenia,18498,1673.24
Aruba,540,595.0
Colombia,21839,1785.63
Iceland,36458,122.9
Russian Federation,20519,1527.73
Vanuatu,3849,1813.81
Kosovo,3610,1522.44
Kosovo,35286,1899.73
Marshall Islands,40651,1652.72
Myanmar,6820,1776.38
Israel,38511,1923.82
Ethiopia,33698,117.82
Ukraine,1927,1261.2
Myanmar,15985,1600.83
Italy,3140,768.71
Liberia,20223,505.81
Taiwan,3015,351.67
Albania,41720,645.42
Aruba,7945,658.94
Yemen,47163,70.2
Iceland,9455,1872.56
Eswatini,28539,1745.07
Kosovo,18652,1247.24
Bulgaria,14598,622.62
Bulgaria,28072,89.37
Armenia,44219,674.4
Mongolia,31398,1839.73
Indonesia,3307,1094.49
Israel,13722,1807.69
India,49827,815.98
Italy,37940,305.9
San Marino,21000,210.38
Spain,37386,576.43
Myanmar,2090,1358.28
Spain,20143,355.58
Ethiopia,40533,757.98
Afghanistan,35982,1563.11
Antigua & Deps,14173,100.66
Italy,21259,342.67
Slovakia,30131,844.7
Nepal,33564,1209.03
Aruba,2449,1192.68
Spain,30659,80.28
Trinidad & Tobago,24414,961.78
Trinidad & Tobago,28385,1019.26
Bulgaria,29616,148.29
Bhutan,1643,1457.97
Trinidad & Tobago,34791,1193.67
Iceland,10285,54.85
Burkina,45372,1377.99
Taiwan,20473,963.31
Bulgaria,40469,690.47
Indonesia,8753,393.76
Aruba,48366,514.89
Colombia,16790,149.31
Yemen,47181,967.41
Azerbaijan,49332,1959.15
Afghanistan,1952,254.97
Myanmar,9455,1558.83
Trinidad & Tobago,31876,1649.27
Ethiopia,34825,813.26
Iraq,42237,1395.53
Armenia,13668,1789.95
Uruguay,30174,1832.34
Nepal,42642,1015.15
Trinidad & Tobago,33149,1783.84
Taiwan,12041,704.4
Myanmar,9684,1909.03
Gambia,32007,1130.0
Aruba,6315,1827.6
Armenia,43273,247.21
Germany,31086,1624.67
Colombia,22001,536.35
Yemen,37576,853.78
Azerbaijan,49600,788.21
Eswatini,2305,1765.86
Afghanistan,18536,1965.97
Yemen,49814,1497.75
Marshall Islands,14338,458.51
Uruguay,31094,1615.41
Antigua & Deps,3211,89.78
Costa Rica,36888,105.8
Iceland,30446,1299.11
Japan,17153,1239.0
Afghanistan,46969,498.97
Italy,25809,1470.65
Bhutan,26725,1775.22
Israel,4290,1680.44
Nepal,1935,1350.43
Ethiopia,16556,1430.68
Gambia,30930,570.02
Ukraine,27227,1527.11
Myanmar,38908,41.08
Armenia,4223,1117.32
Nepal,3261,387.14
Bulgaria,39049,666.22
Japan,38234,1374.5
Marshall Islands,44233,1819.25
Bahamas,33725,815.15
Aruba,7322,662.27
Burkina,11586,652.15
India,23397,1630.25
Albania,16634,366.35
Oman,37302,93.25
Japan,16211,192.38
Iceland,2431,1539.4
Indonesia,6588,1357.55
Eswatini,49283,638.17
Yemen,36671,719.76
Barbados,16587,801.62
Aruba,19405,1214.92
Eswatini,19285,420.82
Trinidad & Tobago,25890,1661.91
Armenia,37168,1631.59
Bulgaria,35665,301.76
Mongolia,27136,1177.21
Iceland,46162,816.82
Taiwan,44794,1189.2
Eswatini,45194,547.23
Yemen,35728,1497.4
Iceland,4312,1642.91
Germany,24947,709.8
Germany,15297,691.64
Antigua & Deps,24685,51.47
Germany,44255,581.96
Slovakia,46469,830.71
Vanuatu,11209,460.3
Armenia,36442,955.94
Oman,42911,1385.68
Kosovo,38012,1632.39
Afghanistan,15853,1818.81
Israel,30517,1382.35
Marshall Islands,27382,1920.95
Uruguay,3573,78.28
Iraq,44973,570.35
Mongolia,20100,301.56
Australia,7469,396.48
Australia,49350,696.12
Marshall Islands,38467,1064.75
Vietnam,2167,536.73
Spain,4116,730.96
Kosovo,34816,539.12
Afghanistan,35651,1141.51
Benin,34085,893.92
Mongolia,17432,1144.95
Azerbaijan,48749,237.13
France,8133,446.86
Indonesia,11792,476.69
Russian Federation,3041,1196.11
Antigua & Deps,21096,1917.82
Canada,6660,181.77
Bahamas,31894,1263.14
Yemen,22617,630.97
Japan,21327,1268.4
Kosovo,1148,1340.84
Vietnam,33918,236.32
Djibouti,12133,987.51
India,48329,75.43
Australia,16003,900.54
Costa Rica,13932,1037.45
Uruguay,20576,172.42
Kosovo,41041,1172.54
Israel,44888,1093.66
Cuba,34486,234.96
Uruguay,16415,1774.23
Bahamas,11250,596.0
Indonesia,49101,446.07
Azerbaijan,45607,509.66
Marshall Islands,4833,1852.47
Vanuatu,183,1577.3
Cuba,23641,1356.51
Ethiopia,40583,1333.28
Myanmar,14067,725.26
Barbados,20474,191.94
Albania,38639,845.35
Yemen,21342,925.69
Cuba,45657,1220.76
Vanuatu,27851,381.29
Eswatini,41846,410.4
Vanuatu,3752,1870.19
Japan,40503,467.78
Aruba,25082,1649.1
Colombia,4068,108.35
Iraq,12470,1118.94
Iceland,29955,215.97
Myanmar,3644,1969.15
Ukraine,2569,66.81
Antigua & Deps,20883,595.37
Bahamas,7569,1516.96
Burkina,44257,74.95
Afghanistan,33366,1878.2
Nepal,35093,258.08
Kuwait,19770,418.95
Vanuatu,18935,937.72
Indonesia,3012,1311.62
Costa Rica,12201,188.8
Uruguay,18891,1453.37
Indonesia,23634,1591.3
Spain,14759,1861.24
Israel,7069,440.88
Gambia,996,691.72
Algeria,44763,1813.59
Gambia,4715,1006.2
Cuba,21253,943.41
Canada,41678,1362.25
Yemen,6776,1731.19
Azerbaijan,27134,142.16
Cuba,4758,1642.59
Germany,25741,1281.86
San Marino,39736,451.34
Azerbaijan,17534,631.41
Ukraine,25892,1867.22
Kosovo,10548,1993.04
Germany,20896,476.38
Oman,12204,101.67
Myanmar,34042,1606.39
Armenia,38609,1608.94
Oman,27680,718.68
Iraq,21366,1670.09
Slovakia,18185,1218.05
Burkina,41930,299.17
Ethiopia,49766,326.02
Yemen,10368,338.37
Djibouti,27910,507.08
Albania,27578,1702.7
Armenia,33107,680.41
Israel,40681,1368.16
Gambia,5428,1917.62
Australia,27954,618.47
Slovakia,12324,1007.65
Eswatini,40818,1356.11
Mongolia,918,1900.68
Bahamas,38411,1360.95
France,35281,690.03
Bhutan,48552,98.48
Australia,33828,1237.87
Armenia,46007,1560.94
Albania,35902,684.06
India,48715,842.62
Israel,1489,1497.35
Ukraine,14767,1569.95
Iraq,4511,828.84
Marshall Islands,12404,15.9
Nepal,28420,594.89
Nepal,10855,1022.22
San Marino,27259,1492.55
Taiwan,19692,78.06
Liberia,13880,339.77
Ukraine,30562,1401.85
Ethiopia,16670,1659.79
Marshall Islands,2295,318.64
Canada,25050,1810.15
Cuba,42975,611.47
Kuwait,23697,600.51
Liberia,31340,1164.77
Cuba,15667,731.57
Trinidad & Tobago,22090,1832.96
Albania,42520,57.6
Gambia,8774,295.89
Azerbaijan,37400,1926.76
Taiwan,48769,294.18
Russian Federation,24964,166.5
Bhutan,37844,856.66
Cuba,17477,1804.22
Uruguay,20580,943.63
Iraq,37204,1324.04
Costa Rica,29567,398.11
Albania,16317,1190.54
Taiwan,4871,1628.73
Canada,3243,985.98
Bahamas,2212,948.1
Trinidad & Tobago,37389,806.59
Barbados,12367,185.03
Albania,25319,1770.67
Slovakia,44896,1670.26
Eswatini,38686,462.85
Indonesia,34954,1345.86
Albania,31531,1213.59
Canada,22557,1790.05
India,24419,786.66
Bulgaria,24395,705.93
San Marino,16267,907.65
Oman,29299,1648.68
Spain,21924,985.12
Burkina,43965,1680.98
Israel,18159,163.45
Trinidad & Tobago,41096,977.93
Vanuatu,4256,1358.04
Antigua & Deps,46249,1390.67
Iraq,37989,1239.2
Marshall Islands,19543,571.15
Cuba,49496,1358.42
Vanuatu,1567,1844.86
Uruguay,46004,677.93
France,25918,1310.71
Israel,35213,1524.32
Eswatini,29137,1803.28
Cuba,42913,997.94
Algeria,42685,184.83
Australia,3054,472.75
Algeria,4840,1821.01
San Marino,27972,862.03
Vanuatu,43606,1978.52
Indonesia,43591,654.06
Eswatini,11281,247.16
Ethiopia,10649,1007.28
Costa Rica,39799,1118.36
Italy,9440,1352.72
Benin,30028,1525.4
Aruba,5144,728.49
Bhutan,31230,1501.63
Eswatini,38392,645.64
Gambia,24192,824.78
Ethiopia,15808,1440.14
Germany,5580,207.97
San Marino,15814,376.13
Djibouti,10302,1865.81
Australia,24113,1512.56
Nepal,30485,915.29
Ethiopia,33425,767.27
Marshall Islands,399,835.87
Spain,38232,557.15
Trinidad & Tobago,16316,570.6
Slovakia,47487,251.43
France,20106,1883.22
Russian Federation,25124,276.08
Israel,40031,292.2
Yemen,28712,179.96
Japan,14701,1766.19
Eswatini,5500,1881.2
Armenia,10796,977.78
Aruba,8557,336.62
India,8422,750.69
Bahamas,35396,1067.88
Indonesia,46152,1733.81
Cuba,37657,1570.53
Cuba,22080,532.73
Benin,18599,470.64
Liberia,40571,1471.16
Taiwan,31933,1173.73
Iraq,6486,722.57
Barbados,45233,1944.75
Taiwan,34201,1026.96
Benin,31149,1088.12
Germany,27064,600.66
Costa Rica,13490,1366.34
Costa Rica,14680,1082.34
Germany,27613,1531.12
Antigua & Deps,16066,1831.75
Aruba,33654,490.88
Bhutan,44359,1552.81
Azerbaijan,43213,988.5
Oman,12773,756.25
Ethiopia,43562,280.6
Mongolia,8813,1133.85
Armenia,7792,724.27
Uruguay,36112,1747.98
Liberia,8054,1649.1
Australia,19419,1168.17
Djibouti,21877,1953.87
Barbados,22562,1390.56
Trinidad & Tobago,28236,1625.8
Costa Rica,16722,1643.02
Mongolia,36657,648.09
Bhutan,27261,113.56
Afghanistan,43893,1077.21
Burkina,48697,146.76
Kosovo,14223,1628.93
Oman,48241,1913.25
Japan,29714,1120.47
Bahamas,31540,84.96
Slovakia,24118,891.38
San Marino,41252,1595.15
Burkina,2941,624.99
Barbados,48220,1542.28
Yemen,45946,970.2
Bhutan,30335,416.52
Eswatini,14510,850.81
Oman,13275,1946.9
Afghanistan,48531,62.94
San Marino,26021,1711.63
Myanmar,8858,558.68
Yemen,39120,141.48
Canada,25038,1733.96
Bahamas,28163,886.39
Costa Rica,2381,453.38
Azerbaijan,16157,1765.62
Liberia,3202,828.98
Armenia,18453,1018.95
Iraq,33166,173.66
Vietnam,45109,654.75
Marshall Islands,24105,276.75
Bahamas,12259,1284.77
Uruguay,44590,1458.51
Burkina,42256,1168.73
Iceland,3514,1814.91
Italy,36551,1474.65
Italy,371,673.44
Bahamas,22251,1082.43
Azerbaijan,6209,1810.98
Kosovo,40692,1906.23
Eswatini,38320,1074.03
Japan,14807,389.57
Russian Federation,38138,40.28
Costa Rica,25440,411.34
Iraq,13127,1448.28
Colombia,24789,1828.16
Marshall Islands,41579,1233.69
Iraq,22422,554.68
Spain,27085,710.62
Oman,2236,760.2
Antigua & Deps,40399,1717.53
Canada,18945,538.01
Indonesia,21523,1472.9
Burkina,33191,842.32
Kosovo,1933,241.91
Eswatini,46864,104.69
Costa Rica,13769,1380.87
Australia,8573,1111.34
Israel,42154,438.38
San Marino,8824,1633.79
Vanuatu,14918,1345.77
Aruba,15869,325.52
Ukraine,35966,512.27
Germany,40793,1340.54
Algeria,1469,1092.66
Yemen,20798,437.3
Burkina,34715,842.62
Bulgaria,7222,1497.68
Burkina,17477,1583.5
Benin,42918,1669.8
Mongolia,1729,1673.2
Afghanistan,44327,1710.24
Nepal,10192,497.8
Bulgaria,10037,1298.87
Algeria,17024,1642.73
Albania,16239,1803.75
Canada,32860,1324.16
Benin,49253,933.05
India,40978,388.54
Germany,16419,1554.24
Trinidad & Tobago,16516,287.59
Trinidad & Tobago,5060,1458.93
Algeria,17031,1091.39
Israel,12206,1935.16
Bhutan,23575,1161.59
Barbados,37608,1099.81
Nepal,32701,211.25
Bulgaria,32584,381.19
Oman,9553,1357.36
Nepal,29258,1420.09
Taiwan,6746,1542.08
Australia,17053,1882.95
Vietnam,43600,1340.63
Slovakia,30487,1359.34
Gambia,40632,666.6
Kosovo,46066,955.03
Bulgaria,13196,1856.65
Slovakia,26955,750.01
Iraq,36783,947.11
Ukraine,38993,1204.31
Trinidad & Tobago,42392,1760.14
Bahamas,31320,1302.25
Barbados,20748,988.17
Canada,32075,1075.24
Bhutan,23367,929.52
Nepal,3326,736.93
Vanuatu,27887,898.47
Eswatini,24018,996.15
Algeria,46311,1035.38
Cuba,4725,1213.92
Yemen,36949,1725.77
Vanuatu,10041,1758.0
Costa Rica,32290,201.44
Myanmar,15472,1603.98
Mongolia,724,830.41
Antigua & Deps,12053,1013.8
Gambia,43487,1717.4
Barbados,36344,130.07
Iceland,34729,1926.2
Bulgaria,29505,1702.25
Nepal,24529,1991.48
Canada,17236,313.88
Germany,19890,1625.53
San Marino,39080,624.5
Marshall Islands,42346,1956.34
France,39109,1228.61
Ukraine,26977,1969.68
Iceland,30885,590.17
Benin,43546,1802.13
Vietnam,15571,614.1
Bulgaria,12046,1017.72
Japan,11157,1498.08
Yemen,15267,982.86
Algeria,17758,811.25
Spain,46000,370.89
India,3492,1803.63
Japan,13700,859.32
Nepal,45697,664.03
Gambia,1953,892.32
Slovakia,24932,149.31
Uruguay,1000,1259.45
Barbados,11098,1346.54
Djibouti,33688,1669.77
Yemen,26102,1808.04
India,19292,1263.84
Algeria,33601,1308.3
Vietnam,7185,1514.24
Yemen,21677,918.57
Indonesia,19996,820.93
Iraq,47641,1486.77
Iraq,17306,1651.85
India,33258,1795.87
Liberia,45690,1503.91
Indonesia,31891,320.69
Djibouti,46190,774.44
France,29209,634.07
Uruguay,6707,306.21
Oman,38916,1658.47
Djibouti,28426,132.12
India,1497,898.13
Australia,6065,901.77
Burkina,19538,651.31
Algeria,36714,1787.65
Nepal,7590,1633.8
Aruba,21501,1314.22
Armenia,36845,1948.4
Indonesia,11857,1667.67
Marshall Islands,46981,440.21
San Marino,28547,360.91
Albania,35081,1997.36
Kuwait,2757,595.86
Marshall Islands,23218,955.34
Costa Rica,18967,137.51
Germany,34904,936.13
Indonesia,22693,1122.78
Barbados,31782,391.25
Eswatini,442,1442.74
Yemen,7875,1543.72
Israel,5315,194.82
Burkina,8691,1615.41
Taiwan,23749,1072.73
Ethiopia,3674,856.62
Gambia,21574,439.53
Liberia,41603,72.1
Vietnam,21093,1545.42
Yemen,2142,1198.65
Italy,8270,487.93
Taiwan,40806,771.37
Aruba,22943,192.4
Oman,14055,493.93
India,1784,1592.71
Japan,40947,1283.64
Afghanistan,37233,622.04
Myanmar,7845,308.41
Ethiopia,43465,966.49
Kosovo,34176,257.47
Germany,24712,1945.22
Algeria,35112,874.79
Canada,15602,1093.06
Gambia,10171,193.44
Ethiopia,36644,862.81
Colombia,17912,663.17
Vanuatu,28855,232.45
Colombia,35091,1228.91
Cuba,18475,604.03
Iraq,29327,1410.93
Uruguay,6108,709.83
Spain,46667,726.24
Bulgaria,44091,1188.99
Iraq,14277,303.52
Ukraine,24910,43.76
Myanmar,6690,1578.74
Taiwan,3231,387.25
Kuwait,26355,848.85
Azerbaijan,33622,1967.2
Iraq,30376,863.19
Burkina,14310,1316.86
Ukraine,16724,1629.33
Burkina,4737,460.87
Antigua & Deps,153,165.28
Trinidad & Tobago,37975,1483.81
Israel,35797,1964.35
Kuwait,1538,403.3
Iceland,596,35.03
Italy,44639,163.34
Eswatini,21060,1276.84
Albania,16037,1882.58
Myanmar,22546,1528.44
Iraq,36346,232.45
Ukraine,20236,741.59
Oman,15842,1149.89
Bulgaria,17864,787.96
Japan,4350,664.59
Myanmar,10758,1254.78
Cuba,5510,1446.58
Taiwan,890,1039.5
Gambia,40464,167.15
Indonesia,37428,1812.61
Myanmar,35127,840.16
Kuwait,44352,1456.89
Colombia,45565,1597.58
Yemen,1566,1971.13
Barbados,14591,1512.62
Burkina,38468,568.35
Canada,46179,1557.68
Armenia,42832,1849.83
Antigua & Deps,9443,574.88
Gambia,46536,1707.53
Nepal,12036,1296.07
Italy,12126,1331.64
Benin,44903,925.26
Australia,8952,1018.48
Japan,7941,742.58
Bhutan,2360,1025.33
Trinidad & Tobago,32672,1002.44
Ukraine,4981,1241.22
Liberia,14327,17.57
Russian Federation,49223,970.3
Afghanistan,24954,109.75
Kuwait,2308,1469.19
Italy,2067,975.13
Uruguay,38870,813.35
Barbados,31403,826.77
Vietnam,11529,752.63
Russian Federation,31810,137.51
Trinidad & Tobago,21024,184.71
Bulgaria,33104,884.79
Israel,35546,626.61
Ukraine,31110,950.81
Colombia,38601,1075.11
Barbados,43624,789.15
Uruguay,38342,1026.94
Costa Rica,37917,911.62
Gambia,32269,1625.21
Italy,28717,530.66
Kuwait,31039,1213.58
Russian Federation,19019,160.48
Eswatini,47867,710.12
Spain,48394,1092.64
Colombia,703,266.13
Indonesia,44379,953.85
Vanuatu,35869,1679.11
Eswatini,47760,1716.06
Mongolia,47657,766.83
Spain,47963,333.59
Marshall Islands,17464,821.63
Uruguay,23544,1110.22
Germany,13561,1793.12
Nepal,23723,231.3
Trinidad & Tobago,47498,883.45
Japan,47726,966.81
Benin,36615,385.67
Colombia,38145,1996.44
Russian Federation,3916,1904.95
Azerbaijan,4601,91.05
Taiwan,32148,1869.16
India,12613,1479.71
Germany,9795,44.3
Eswatini,23398,1748.09
Marshall Islands,38813,158.76
Myanmar,37781,1617.63
Benin,41518,1567.83
Myanmar,45767,845.18
Italy,33524,1467.12
Burkina,1750,1846.32
Bahamas,14371,1620.49
Australia,42537,1708.24
Costa Rica,16933,708.74
Antigua & Deps,14673,646.43
Mongolia,31027,1262.94
Algeria,34606,486.65
Italy,4229,1338.74
Taiwan,3384,489.38
Israel,46190,1884.2
Benin,49403,884.9
Slovakia,24332,26.89
Taiwan,14854,949.5
Ukraine,34862,1376.36
Iceland,13129,593.35
Trinidad & Tobago,48536,293.89
Liberia,10690,1565.46
Cuba,23430,468.05
Iceland,12457,600.01
Gambia,10145,911.94
Azerbaijan,7336,1457.31
Bulgaria,5848,1951.14
Iceland,2035,144.93
Nepal,21730,1523.64
France,32347,1882.46
India,43691,1325.89
Nepal,45957,556.17
Marshall Islands,31066,294.59
Japan,9865,270.93
Bulgaria,19300,922.6
Kosovo,4841,86.73
Iceland,32555,1407.74
Colombia,18497,1776.05
Aruba,44294,104.22
Cuba,43640,167.8
Gambia,31695,458.05
Ethiopia,25848,310.59
Barbados,21025,1689.05
Djibouti,15575,530.97
Canada,21742,409.77
Myanmar,49032,1702.97
Afghanistan,2094,1758.51
San Marino,20540,155.96
Bahamas,9558,992.08
Azerbaijan,49917,561.6
Vanuatu,6383,769.92
Aruba,32069,266.47
Bulgaria,46982,746.99
Indonesia,44073,1139.86
Liberia,3828,1357.7
Djibouti,7174,1175.47
Vietnam,12996,201.85
Ukraine,10431,820.37
Vietnam,30432,43.52
Colombia,5144,184.93
Australia,17443,1009.68
Vietnam,4950,1417.44
Bulgaria,49818,278.54
Liberia,25807,1722.03
Slovakia,13096,517.35
Eswatini,11912,1714.05
India,6653,1893.44
Afghanistan,4379,1958.62
Canada,46034,1851.58
Iceland,20960,215.36
Afghanistan,19367,1217.94
Bhutan,41060,1651.91
Aruba,4882,156.87
Kosovo,10534,287.6
Costa Rica,31602,60.37
Kuwait,4604,480.12
Mongolia,48826,506.88
Eswatini,29824,1743.29
Ukraine,49968,709.49
Mongolia,18606,711.7
Indonesia,6472,479.98
Cuba,20987,1592.76
Vanuatu,12768,1892.25
Mongolia,8633,824.95
Albania,49844,83.41
Colombia,44720,1810.32
Taiwan,38943,324.8
Kuwait,37825,1151.27
Taiwan,37979,1454.59
Spain,38217,833.14
Myanmar,21950,1106.0
Colombia,44568,230.18
San Marino,49985,1040.89
San Marino,46001,1136.17
Taiwan,37740,557.93
Colombia,43770,471.85
Kuwait,7968,1864.85
Australia,49577,1731.59
Italy,19208,237.69
Slovakia,3316,961.22
Nepal,37612,701.98
Eswatini,16796,1225.18
Eswatini,35639,1229.33
Kuwait,39441,576.46
Canada,36727,1889.04
Barbados,11818,1291.99
France,11347,234.78
Slovakia,12699,1398.06
Albania,18326,1000.86
Ethiopia,49676,912.99
Mongolia,48403,318.21
Germany,34272,507.26
Russian Federation,35366,673.35
Myanmar,18476,1411.3
Yemen,11431,1506.12
India,7065,1009.53
Liberia,19234,1462.42
Canada,45111,1440.02
Kosovo,8912,942.97
Algeria,29901,1293.11
Vanuatu,7506,1776.85
Myanmar,2124,870.56
Liberia,9545,1375.59
Canada,6738,678.78
Costa Rica,20599,1993.22
Japan,17519,1932.68
Canada,19246,1096.52
Ukraine,18060,851.26
Iraq,22457,1998.34
Slovakia,30805,813.89
Italy,44808,1352.95
Afghanistan,49139,518.7
Costa Rica,39525,1950.64
Australia,14400,867.03
Uruguay,21914,1007.78
Marshall Islands,27749,318.16
Antigua & Deps,20934,282.82
Iraq,13099,351.37
Slovakia,25237,1642.6
Germany,732,1089.26
Costa Rica,12920,664.69
Burkina,30357,242.44
Taiwan,34807,853.03
Iraq,27962,1130.17
Azerbaijan,32948,1871.58
Albania,25210,1878.06
Indonesia,11899,630.89
Cuba,36664,565.01
Albania,890,1396.31
Cuba,14567,1911.33
Algeria,31021,1100.59
Afghanistan,4171,1330.87
Djibouti,11939,1221.44
Iceland,18310,1431.25
Djibouti,40170,1101.37
Albania,38474,132.99
Gambia,23970,232.23
Barbados,4214,1951.84
Liberia,34709,222.72
Ukraine,14034,226.9
Benin,36305,623.65
Yemen,26126,1484.38
Australia,9998,1437.98
Iceland,42909,216.2
Ethiopia,36451,1796.04
France,20475,117.77
Afghanistan,10310,87.51
Iceland,20595,337.59
Afghanistan,31073,1211.44
Burkina,42611,1888.45
Cuba,31249,867.51
Bhutan,18015,144.19
Colombia,22339,1213.17
Slovakia,16187,1736.35
Antigua & Deps,48573,965.03
Cuba,45085,656.25
Myanmar,2710,675.85
Vietnam,2904,389.0
Australia,15076,879.55
Barbados,4890,1958.61
Indonesia,26100,1114.78
Uruguay,47072,688.63
Vietnam,36314,771.53
Eswatini,41462,574.66
Uruguay,13069,354.25
Nepal,41262,439.52
Colombia,10421,1466.22
Taiwan,29055,1727.56
Kosovo,12880,1261.53
Gambia,38472,1786.11
Albania,33499,1055.25
Ukraine,29246,797.24
France,28253,147.67
Burkina,35933,1878.88
Azerbaijan,22029,110.03
Oman,36879,645.52
Bahamas,34992,990.86
Afghanistan,12856,36.33
Vanuatu,11786,1896.94
Eswatini,34983,604.34
France,4083,1504.49
Slovakia,696,933.82
San Marino,20500,1335.95
Italy,964,290.08
Slovakia,25799,142.74
Oman,4866,27.68
Slovakia,27702,1102.92
Armenia,34869,1576.23
Costa Rica,1925,983.73
Azerbaijan,4898,664.68
Barbados,49952,1422.28
Albania,22651,1372.42
Colombia,38726,1729.86
Italy,41717,336.47
Kosovo,7352,516.22
India,2744,1370.86
Nepal,39439,450.76
Djibouti,35297,1433.46
Liberia,8505,197.8
Eswatini,23735,241.02
Italy,4342,489.78
Israel,15126,1537.36
Barbados,17233,1890.26
Australia,13590,356.36
Uruguay,43788,877.65
Benin,20046,1475.04
Germany,36224,893.44
Cuba,33734,1201.47
Spain,36313,875.43
Slovakia,36941,1514.05
Bahamas,39513,791.58
Barbados,4211,223.84
Liberia,23877,128.51
Slovakia,18238,470.49
Gambia,9102,179.5
Australia,2645,271.69
Costa Rica,29790,1849.49
Burkina,30095,1977.01
Afghanistan,5259,324.76
Iraq,47999,695.65
Canada,41293,1883.19
Vanuatu,41966,162.87
Israel,8023,1620.37
Myanmar,20857,46.51
Aruba,19785,262.25
Vietnam,25364,17.36
Spain,13847,1371.74
Albania,38296,799.87
Germany,10067,1606.59
San Marino,23254,244.57
Kosovo,25132,1607.66
Kosovo,41817,868.05
Algeria,41369,1428.6
Benin,10851,1531.75
Myanmar,31199,796.63
Armenia,23334,255.14
Armenia,23455,320.33
Bhutan,37320,1898.54
Oman,1641,1587.61
Canada,3231,1847.96
Bulgaria,39039,1101.15
Barbados,4918,456.65
Albania,32026,1911.27
Aruba,36067,953.31
Vanuatu,6009,1822.85
Trinidad & Tobago,5277,1010.23
Japan,40863,1860.32
Uruguay,8422,306.55
Azerbaijan,30287,1693.49
Albania,29916,1025.32
Aruba,7822,202.45
Barbados,10801,325.62
Italy,41521,237.32
Algeria,16002,805.03
Mongolia,3905,894.33
Aruba,45755,892.76
Bahamas,34353,968.95
Japan,15108,318.8
Yemen,23117,160.54
Germany,16146,930.44
Australia,28195,1637.33
Israel,1976,1616.47
Djibouti,19327,1186.25
Burkina,5403,979.69
Russian Federation,16253,1248.45
Costa Rica,47479,1923.35
Italy,17009,617.41
Slovakia,30993,493.36
Canada,31498,686.25
Burkina,48449,51.12
Cuba,35135,92.66
Israel,23183,1882.55
Azerbaijan,15017,187.47
Marshall Islands,1256,1072.39
Burkina,48784,443.2
Indonesia,3914,18.1
Myanmar,39589,224.68
Afghanistan,2672,1324.83
France,8737,98.98
Iraq,18383,1775.94
Armenia,7942,1690.2
Trinidad & Tobago,48135,1959.18
Germany,42455,1818.05
Japan,16061,826.61
Eswatini,31169,1738.87
Eswatini,16272,1140.42
